Metric Name	Metric Tier	Mapped Function	Metric Data Source	Example Detailed Assessment as it "On" (only 1 metric per function)	Source	Metric Statement	Description	Method/Context	How To Measure	References	Stratification	Field Value 1	Index Value 1	Field Value 2	Index Value 2	Field Value 3	Index Value 3	Field Value 4	Index Value 4	Field Value 5	Index Value 5	Field Value 6	Index Value 6	Field Value 7	Index Value 7
Fish Abundance	Detailed	Population support	Fish population surveys and biomass estimation from electrofishing/seining; historical comparison where required.		Wisconsin SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Population abundance/biomass indicator reflecting recruitment and survival of target game/native species.	"Context: Channel
Method: Field (fish survey)"	Estimate density/biomass (or % change from baseline) per SQT method and score using the appropriate tier/ribbon class thresholds.	Wisconsin SQT; State fisheries survey methods; long-term monitoring records where available	Lake Michigan Trout YoY	0	0		0.29		0.3		0.69	100	0.7	220	1		
Game Species Biomass (% Change)	Detailed	Population support	Fish population surveys and biomass estimation from electrofishing/seining; historical comparison where required.		Wyoming SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Population abundance/biomass indicator reflecting recruitment and survival of target game/native species.	"Context: Channel
Method: Field (fish survey)"	Estimate density/biomass (or % change from baseline) per SQT method and score using the appropriate tier/ribbon class thresholds.	Wyoming SQT; State fisheries survey methods; long-term monitoring records where available	Blue Ribbon and non-trout game fish		0		0.29	5	0.3		0.69	25	0.7	40	1		
Game Species Biomass (% Change)	Detailed	Population support	Fish population surveys and biomass estimation from electrofishing/seining; historical comparison where required.		Wyoming SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Population abundance/biomass indicator reflecting recruitment and survival of target game/native species.	"Context: Channel
Method: Field (fish survey)"	Estimate density/biomass (or % change from baseline) per SQT method and score using the appropriate tier/ribbon class thresholds.	Wyoming SQT; State fisheries survey methods; long-term monitoring records where available	Red Ribbon		0		0.29	10	0.3		0.69	50	0.7	80	1		
Game Species Biomass (% Change)	Detailed	Population support	Fish population surveys and biomass estimation from electrofishing/seining; historical comparison where required.		Wyoming SQT	Habitat and water quality enable reproduction, juvenile growth, survival, and movement of key taxa.	Population abundance/biomass indicator reflecting recruitment and survival of target game/native species.	"Context: Channel
Method: Field (fish survey)"	Estimate density/biomass (or % change from baseline) per SQT method and score using the appropriate tier/ribbon class thresholds.	Wyoming SQT; State fisheries survey methods; long-term monitoring records where available	Yellow/Green Ribbon		0		0.29	15	0.3		0.69	75	0.7	119	1		
Relative Abundance and Species Biomass metrics	Detailed	Community dynamics	Fish community surveys (electrofishing/seining) and/or compiled species lists from monitoring databases.	On	Alaska SQT	Balanced native assemblages and trophic structure persist with minimal invasive dominance.	Community composition indicator reflecting native diversity and assemblage balance relative to expectation.	"Context: Channel
Method: Field (fish survey) and/or Desktop (existing data)"	Survey fish community, compute richness (% of expected where defined) or abundance/biomass composition metrics, and score against SQT thresholds.	Alaska SQT; State fish sampling protocols; state fish databases where available		0	0		0.29		0.3		0.69		0.7	0.9	1		
Fish Species Richness	Detailed	Community dynamics	Fish community surveys (electrofishing/seining) and/or compiled species lists from monitoring databases.		Alaska SQT	Balanced native assemblages and trophic structure persist with minimal invasive dominance.	Community composition indicator reflecting native diversity and assemblage balance relative to expectation.	"Context: Channel
Method: Field (fish survey) and/or Desktop (existing data)"	Survey fish community, compute richness (% of expected where defined) or abundance/biomass composition metrics, and score against SQT thresholds.	Alaska SQT; State fish sampling protocols; state fish databases where available	Anadromous	0	0		0.29		0.3		0.69	80	0.7	100	1		
Fish Species Richness	Detailed	Community dynamics	Fish community surveys (electrofishing/seining) and/or compiled species lists from monitoring databases.		Alaska SQT	Balanced native assemblages and trophic structure persist with minimal invasive dominance.	Community composition indicator reflecting native diversity and assemblage balance relative to expectation.	"Context: Channel
Method: Field (fish survey) and/or Desktop (existing data)"	Survey fish community, compute richness (% of expected where defined) or abundance/biomass composition metrics, and score against SQT thresholds.	Alaska SQT; State fish sampling protocols; state fish databases where available	Non-anadromous	0	0		0.29		0.3		0.69	60	0.7	100	1		
Native Fish Species Richness (% of expected)	Detailed	Community dynamics	Fish community surveys (electrofishing/seining) and/or compiled species lists from monitoring databases.		Colorado SQT	Balanced native assemblages and trophic structure persist with minimal invasive dominance.	Community composition indicator reflecting native diversity and assemblage balance relative to expectation.	"Context: Channel
Method: Field (fish survey) and/or Desktop (existing data)"	Survey fish community, compute richness (% of expected where defined) or abundance/biomass composition metrics, and score against SQT thresholds.	Colorado SQT; State fish sampling protocols; state fish databases where available		0	0		0.29		0.3	80	0.69		0.7	100	1		
Native Fish Species Richness (% of expected)	Detailed	Community dynamics	Fish community surveys (electrofishing/seining) and/or compiled species lists from monitoring databases.		Wyoming SQT	Balanced native assemblages and trophic structure persist with minimal invasive dominance.	Community composition indicator reflecting native diversity and assemblage balance relative to expectation.	"Context: Channel
Method: Field (fish survey) and/or Desktop (existing data)"	Survey fish community, compute richness (% of expected where defined) or abundance/biomass composition metrics, and score against SQT thresholds.	Wyoming SQT; State fish sampling protocols; state fish databases where available		0	0		0.29		0.3	80	0.69		0.7	100	1		
Percent Passable Road Crossings (%)	Detailed	Watershed connectivity	Road/culvert inventory + field passage survey (slope, outlet drop, embedment) and/or imagery/LiDAR validation.		Proposed (derived from SFARI rapid curves)	Road crossings allow aquatic organism passage and do not fragment movement pathways.	Percent of evaluated crossings that are passable at typical seasonal flows (aligned, embedded, no significant outlet drop).	Field + desktop screening	Assess each crossing (slope, embedment, outlet drop). Classify passable/non-passable; compute percent passable.	SFARI rapid assessment; state/agency fish passage guidance; culvert assessment protocols.	Stratify by focal taxa (fish/amphibians), stream size, and flow season.	0	0	20	0.1	35	0.3	65	0.7	90	1				
Perched/High Outlet Drop Crossings (%)	Detailed	Watershed connectivity	Field survey of outlet drops; optional LiDAR/imagery support.		Proposed (derived from SFARI rapid curves)	Crossings are not perched and maintain bed continuity to support passage.	Percent of crossings with outlet drop >0.2 m (or locally relevant threshold). Lower is better.	Field	Measure outlet drop at each crossing outlet; compute percent exceeding threshold.	SFARI rapid assessment; culvert passability assessment guidance.	Adjust outlet-drop threshold for focal taxa and stream type.	5	1	15	0.7	40	0.3	60	0.1	80	0				
Artificially Dry Perennial Length (%)	Detailed	Watershed connectivity	Aerial imagery time series + gage/model zero-flow days (where available) + field confirmation of withdrawals/diversions.		Proposed (derived from SFARI rapid curves)	Historically perennial channels remain wetted during expected seasons; artificial dewatering does not fragment habitat.	Percent of historically perennial network length that is dry/disconnected during expected flowing season (lower is better).	Desktop + field check	Define historically perennial extent; map dry segments during target season(s); compute % length dry.	SFARI rapid assessment; USGS gage records where available; local water use/diversion datasets.	Separate perennial vs naturally intermittent classes (SDAM or local classification).	0.5	1	3	0.7	15	0.3	40	0.1	60	0				
Longest Continuous Dry Gap (m)	Detailed	Watershed connectivity	Aerial imagery + field reconnaissance during critical low-flow season.		Proposed (derived from SFARI rapid curves)	Connectivity is maintained without long dry gaps that block organism movement.	Maximum continuous dry/disconnected channel length in the analysis corridor during critical season (lower is better).	Desktop + field check	Map dry gaps along channel; measure longest continuous gap length.	SFARI rapid assessment; imagery sources; optional gage/model support.	Evaluate during biologically critical period (e.g., late summer).	20	1	80	0.7	250	0.3	600	0.1	1000	0				
Bankline with Continuous Lateral Barrier (%)	Detailed	Watershed connectivity	Levee/berm/wall/riprap mapping from LiDAR/imagery + field verification.		Proposed (derived from SFARI rapid curves)	Riparian fauna can move laterally between channel and floodplain/wetlands where geomorphically possible.	Percent of reach bankline bordered by continuous barriers that prevent lateral movement (lower is better).	Desktop + field check	Map barriers along banks; compute barrier length ÷ total bankline length.	National Levee Database (NLD); FEMA floodplain layers (where available); USGS 3DEP LiDAR; local levee GIS.	Stratify by valley confinement; exclude naturally constrained canyon walls.	5	1	20	0.7	60	0.3	90	0.1	100	0				
Max Continuous Barrier Length (m)	Detailed	Watershed connectivity	Barrier mapping (LiDAR/imagery) + field verification of gaps.		Proposed (derived from SFARI rapid curves)	Barriers occur only in short segments with frequent passable gaps.	Length of the longest uninterrupted levee/berm/wall segment along either bank (lower is better).	Desktop + field check	Dissolve mapped barriers by continuity; compute maximum segment length.	NLD; FEMA floodplain; LiDAR hillshade; local infrastructure GIS.	Consider only barriers that block movement at ground level (not vegetated natural berms).	50	1	300	0.7	800	0.3	1500	0.1	3000	0				
