indicator_group,epa_short_name,in_2013_2014,2013_2014_dataset_s,2013_2014_epa_definition_s,in_2018_2019,2018_2019_dataset_s,2018_2019_epa_definition_s,in_2023_2024,2023_2024_dataset_s,2023_2024_epa_definition_s,cycle_presence,definition_comparison
Landscape Data,TMEAN_PW_2014_WS_PCTFULL,No,,,Yes,NRSA 1819 Landscape,"Percent of area with data for GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_PW_2014WS,No,,,Yes,NRSA 1819 Landscape,"GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_PW_2018_PT,No,,,Yes,NRSA 1819 Landscape,"GIS raster value at site location calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_PW_2018_WS_PCTFULL,No,,,Yes,NRSA 1819 Landscape,"Percent of area with data for GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_PW_2018WS,No,,,Yes,NRSA 1819 Landscape,"GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_PW_2019_PT,No,,,Yes,NRSA 1819 Landscape,"GIS raster value at site location calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_PW_2019_WS_PCTFULL,No,,,Yes,NRSA 1819 Landscape,"Percent of area with data for GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_PW_2019WS,No,,,Yes,NRSA 1819 Landscape,"GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2004_PT,No,,,Yes,NRSA 1819 Landscape,"GIS raster value at site location calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2004_WS_PCTFULL,No,,,Yes,NRSA 1819 Landscape,"Percent of area with data for GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2004WS,No,,,Yes,NRSA 1819 Landscape,"GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2005_PT,No,,,Yes,NRSA 1819 Landscape,"GIS raster value at site location calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2005_WS_PCTFULL,No,,,Yes,NRSA 1819 Landscape,"Percent of area with data for GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2005WS,No,,,Yes,NRSA 1819 Landscape,"GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2008_PT,No,,,Yes,NRSA 1819 Landscape,"GIS raster value at site location calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2008_WS_PCTFULL,No,,,Yes,NRSA 1819 Landscape,"Percent of area with data for GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2008WS,No,,,Yes,NRSA 1819 Landscape,"GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2009_PT,No,,,Yes,NRSA 1819 Landscape,"GIS raster value at site location calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2009_WS_PCTFULL,No,,,Yes,NRSA 1819 Landscape,"Percent of area with data for GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2009WS,No,,,Yes,NRSA 1819 Landscape,"GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2013_PT,No,,,Yes,NRSA 1819 Landscape,"GIS raster value at site location calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
Landscape Data,TMEAN_S_2013_WS_PCTFULL,No,,,Yes,NRSA 1819 Landscape,"Percent of area with data for GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",No,,,2018–2019 only,Not comparable across cycles
